time,rain,forecast_low,forecast_high,forecast_int,water_depth_basin1,orifice_setting1,water_depth_junction2
2019-09-07 11:00,0.0,121,121,0.0,0.0,0.5714285714285714,0.02378321174933387
2019-09-07 12:00,0.0,121,121,0.0,0.0,0.5714285714285714,0.023458320215046416
2019-09-07 13:00,0.0,121,121,0.0,0.0,0.5714285714285714,0.023140759891490253
2019-09-07 14:00,0.0,121,121,0.0,0.0,0.5714285714285714,0.022830301139411483
2019-09-07 15:00,0.0,121,121,0.0,0.0,0.5714285714285714,0.022526723545788517
2019-09-07 16:00,0.0,121,121,0.0,0.0,0.5714285714285714,0.022229815435882313
2019-09-07 17:00,0.0,121,121,0.0,0.0,0.1428571428571428,0.02193937344079287
2019-09-07 18:00,0.0,121,121,0.0,0.0,0.1428571428571428,0.021655202098357765
2019-09-07 19:00,0.0,121,121,0.0,0.0,0.5714285714285714,0.021377113479241962
2019-09-07 20:00,0.0,121,121,0.0,0.0,0.5714285714285714,0.021104926834651115
2019-09-07 21:00,0.0,121,121,0.0,0.0,0.1428571428571428,0.020838468263654458
2019-09-07 22:00,0.0,121,121,0.0,0.0,0.1428571428571428,0.020577570398674014
2019-09-07 23:00,0.0,121,121,0.0,0.0,0.5714285714285714,0.020322072107938984
2019-09-08 00:00,0.0,121,121,0.0,0.0,0.5714285714285714,0.020071818213835545
2019-09-08 01:00,0.0,121,121,0.0,0.0,0.5714285714285714,0.019826659226173077
2019-09-08 02:00,0.0,121,121,0.0,0.0,0.5714285714285714,0.019586451089459823
2019-09-08 03:00,0.0,121,121,0.0,0.0,0.1428571428571428,0.019351054943344607
2019-09-08 04:00,0.0,121,121,0.0,0.0,0.5714285714285714,0.019120336895439346
2019-09-08 05:00,0.0,121,121,0.0,0.0,0.5714285714285714,0.018894167805789886
2019-09-08 06:00,0.0,121,121,0.0,0.0,0.5714285714285714,0.018672423082311138
2019-09-08 07:00,0.0,121,121,0.0,0.0,0.5714285714285714,0.01845498248654795
2019-09-08 08:00,0.0,121,121,0.0,0.0,0.1428571428571428,0.018241729949164863
2019-09-08 09:00,0.0,121,121,0.0,0.0,0.1428571428571428,0.018032553394607274
2019-09-08 10:00,0.0,121,121,0.0,0.0,0.5714285714285714,0.0178273445744111
2019-09-08 11:00,0.0,121,121,0.0,0.0,0.5714285714285714,0.01762599890867332
2019-09-08 12:00,0.0,121,121,0.0,0.0,0.1428571428571428,0.017428415335225163
2019-09-08 13:00,0.0,121,121,0.0,0.0,0.1428571428571428,0.017234496166079638
2019-09-08 14:00,0.0,121,121,0.0,0.0,0.5714285714285714,0.017044146950751616
2019-09-08 15:00,0.0,121,121,0.0,0.0,0.5714285714285714,0.016857276346073376
2019-09-08 16:00,0.0,121,121,0.0,0.0,0.1428571428571428,0.016673795992151887
2019-09-08 17:00,0.0,121,121,0.0,0.0,0.1428571428571428,0.016493620394136595
2019-09-08 18:00,0.0,121,121,0.0,0.0,0.1428571428571428,0.016316666809485184
2019-09-08 19:00,0.0,121,121,0.0,0.0,0.1428571428571428,0.0161428551404344
2019-09-08 20:00,0.0,121,121,0.0,0.0,0.1428571428571428,0.015972107831401426
2019-09-08 21:00,0.0,121,121,0.0,0.0,0.1428571428571428,0.015804349771055687
2019-09-08 22:00,0.0,121,121,0.0,0.0,0.1428571428571428,0.01563950819881808
2019-09-08 23:00,0.0,121,121,0.0,0.0,0.1428571428571428,0.015477512615558483
2019-09-09 00:00,0.0,121,121,0.0,0.0,0.1428571428571428,0.015318294698274747
2019-09-09 01:00,0.0,121,121,0.0,0.0,0.1428571428571428,0.015161788218550378
2019-09-09 02:00,0.0,121,121,0.0,0.0,0.5714285714285714,0.015007928964599111
2019-09-09 03:00,0.0,121,121,0.0,0.0,0.5714285714285714,0.014856654666715036
2019-09-09 04:00,0.0,121,121,0.0,0.0,0.1428571428571428,0.014707904925958066
2019-09-09 05:00,0.0,121,121,0.0,0.0,0.1428571428571428,0.014561621145914317
2019-09-09 06:00,0.0,121,121,0.0,0.0,0.1428571428571428,0.01441774646737835
2019-09-09 07:00,0.0,121,121,0.0,0.0,0.1428571428571428,0.014276225705814688
2019-09-09 08:00,0.0,121,121,0.0,0.0,0.5714285714285714,0.014137005291462808
2019-09-09 09:00,0.0,121,121,0.0,0.0,0.1428571428571428,0.01400003321195735
2019-09-09 10:00,0.0,121,121,0.0,0.0,0.1428571428571428,0.013865258957342856
2019-09-09 11:00,0.0,121,121,0.0,0.0,0.1428571428571428,0.013732633467368029
2019-09-09 12:00,0.0,121,121,0.0,0.0,0.1428571428571428,0.0136021090809511
2019-09-09 13:00,0.0,121,121,0.0,0.0,0.1428571428571428,0.01347363948771462
2019-09-09 14:00,0.0,121,121,0.0,0.0,0.5714285714285714,0.013347179681491203
2019-09-09 15:00,0.0,121,121,0.0,0.0,0.1428571428571428,0.013222685915709522
2019-09-09 16:00,0.0,121,121,0.0,0.0,0.5714285714285714,0.013100115660572434
2019-09-09 17:00,0.0,80,98,0.010666875000000008,0.0,0.5714285714285714,0.01297942756194532
2019-09-09 18:00,0.0,26,32,0.0064389130434782515,0.0,0.5714285714285714,0.012860581401875978
2019-09-09 19:00,0.3367799999999921,0,0,0.003790413223140483,0.0,1.0,0.01289234015513268
2019-09-09 20:00,0.2515199999999904,0,0,0.005441052631578946,0.0,1.0,0.013713883198920302
2019-09-09 21:00,0.2037600000000035,0,0,0.013110000000000004,0.0,0.5714285714285714,0.014988835677511131
2019-09-09 22:00,0.2097599999999975,107,131,0.10908,0.0,1.0,0.016520067895435614
2019-09-09 23:00,0.0,53,65,0.03333387096774191,0.0,0.1428571428571428,0.01756886552454853
