time,rain,forecast_low,forecast_high,forecast_int,water_depth_basin1,water_depth_basin2,water_depth_basin3,orifice_setting1,orifice_setting2,orifice_setting3,water_depth_junction4
2019-09-05 00:00,0,210,256,0.04090499999999998,0.0,0.0,0.0,1.0,0.5714285714285714,0.1428571428571428,0.0
2019-09-05 01:00,0.0,156,190,0.019991999999999992,0.11750868067155078,0.17153327580436772,0.06938631941957144,0.5714285714285714,1.0,0.1428571428571428,0.18272189753009596
2019-09-05 02:00,0.0,102,124,0.019991999999999992,0.055030081211279905,0.10968729950221043,0.09213582737151434,0.5714285714285714,0.5714285714285714,1.0,0.14956463364497355
2019-09-05 03:00,0.0,48,58,0.019991999999999992,0.0320430808831111,0.06710082211539524,0.12255379168341321,0.5714285714285714,1.0,1.0,0.11927480481357229
2019-09-05 04:00,0.3090599999999999,0,0,0.01263913043478261,0.022332219617024276,0.04612680347281705,0.11241739248195233,0.5714285714285714,0.5714285714285714,1.0,0.09618916923948606
2019-09-05 05:00,0.29069999999999996,31,37,0.0434608695652174,0.02056152605927388,0.03765605167996695,0.09700528781477787,0.1428571428571428,0.1428571428571428,0.5714285714285714,0.07900936478098419
2019-09-05 06:00,0.9996000000000005,241,241,0.0,0.04228635410789516,0.05156217081199905,0.0885641693591064,1.0,0.5714285714285714,0.5714285714285714,0.06611666743799066
2019-09-05 07:00,0.0,241,241,0.0,0.025495405912620797,0.03582191485871387,0.07880835218417363,1.0,1.0,1.0,0.05638974286165791
2019-09-05 08:00,0.0,241,241,0.0,0.024697382999705905,0.03313406327752534,0.0743712497769434,0.5714285714285714,0.5714285714285714,0.1428571428571428,0.048845788062602355
2019-09-05 09:00,0.0,241,241,0.0,0.02395232383171839,0.030783228729157324,0.11234499254950102,0.5714285714285714,1.0,1.0,0.04278815132389887
2019-09-05 10:00,0.0,241,241,0.0,0.02363304501393291,0.029633133714198158,0.06164762839659049,0.5714285714285714,0.5714285714285714,0.1428571428571428,0.03818438128282853
2019-09-05 11:00,0.0,241,241,0.0,0.023354687877815646,0.028307119819703262,0.10176394228850505,0.1428571428571428,1.0,0.5714285714285714,0.03422580169304498
2019-09-05 12:00,0.0,241,241,0.0,0.05134256931761189,0.027765706788010734,0.05286306010505933,0.1428571428571428,0.5714285714285714,1.0,0.031200302075691345
2019-09-05 13:00,0.0,241,241,0.0,0.056515995032115865,0.026834067548243433,0.04952583261823271,0.5714285714285714,0.1428571428571428,1.0,0.028580826581835077
2019-09-05 14:00,0.0,241,241,0.0,0.022580928372618995,0.050949531361779925,0.046721421202187224,1.0,1.0,0.5714285714285714,0.026384285186887603
2019-09-05 15:00,0.0,241,241,0.0,0.02252313118831077,0.026210383550574808,0.04393750731170152,0.1428571428571428,0.1428571428571428,1.0,0.02454268116485264
2019-09-05 16:00,0.0,241,241,0.0,0.045181952071906256,0.047833850485812346,0.042245695193575274,0.1428571428571428,0.1428571428571428,1.0,0.022969209877374806
2019-09-05 17:00,0.0,241,241,0.0,0.048269254412856295,0.05115741105278863,0.04042252880936201,0.5714285714285714,1.0,1.0,0.02161629116188836
2019-09-05 18:00,0.0,241,241,0.0,0.021409712903457615,0.025069044651299985,0.03882717593435338,1.0,0.5714285714285714,0.5714285714285714,0.02045998872408773
2019-09-05 19:00,0.0,241,241,0.0,0.02134181967230585,0.02447394064531053,0.037058496550049426,0.5714285714285714,1.0,0.5714285714285714,0.01945547132177654
2019-09-05 20:00,0.0,241,241,0.0,0.020810735203445892,0.0243656885840499,0.03579912801120411,1.0,0.1428571428571428,1.0,0.018575249190935752
2019-09-05 21:00,0.0,241,241,0.0,0.02075601282406153,0.04085288349518567,0.03500047077681687,0.5714285714285714,0.5714285714285714,0.1428571428571428,0.01779516252569445
2019-09-05 22:00,0.0,241,241,0.0,0.02025184071820941,0.023483361629409623,0.07429768418753065,0.5714285714285714,0.5714285714285714,0.1428571428571428,0.017038246902597365
2019-09-05 23:00,0.0,241,241,0.0,0.019984545787566598,0.023161115591260214,0.09414130484410883,0.1428571428571428,0.1428571428571428,1.0,0.016380136108925546
2019-09-06 00:00,0.0,241,241,0.0,0.034581029246227385,0.03713310171372522,0.032184233642513126,0.1428571428571428,0.5714285714285714,0.1428571428571428,0.01596400816209858
2019-09-06 01:00,0.0,241,241,0.0,0.035059778828807,0.022535061219720185,0.06983502984956876,1.0,0.5714285714285714,1.0,0.015404281806152244
2019-09-06 02:00,0.0,241,241,0.0,0.0194583680594764,0.022251326111408135,0.030643479438777932,1.0,0.1428571428571428,0.1428571428571428,0.015023884689263581
2019-09-06 03:00,0.0,241,241,0.0,0.019206927404123775,0.033789393401902075,0.06713579738788553,0.1428571428571428,1.0,0.1428571428571428,0.014554953057016554
2019-09-06 04:00,0.0,185,227,0.036968571428571434,0.030259691242663343,0.021901006612762595,0.08483687130995128,0.1428571428571428,0.5714285714285714,0.1428571428571428,0.014146248861818618
2019-09-06 05:00,0.0,131,161,0.029085818181818202,0.030084192773180866,0.02141470982485482,0.09686684834727682,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.013780635549614402
2019-09-06 06:00,0.0,77,95,0.029085818181818202,0.02907728336033201,0.030767790016704554,0.10579838725644439,1.0,0.5714285714285714,1.0,0.013449008649567835
2019-09-06 07:00,0.0,23,29,0.029085818181818202,0.018294813080776733,0.020903789745267885,0.027668790479980877,0.1428571428571428,1.0,0.5714285714285714,0.013341174070421756
2019-09-06 08:00,1.2821399999999996,0,0,0.01512285714285714,0.0706027874521347,0.0333691882404557,0.04881527400226126,0.5714285714285714,0.5714285714285714,0.1428571428571428,0.01314454139279556
2019-09-06 09:00,0.3175799999999973,133,163,0.030779999999999974,0.03537705851192494,0.03736576865954485,0.1478246804255604,0.5714285714285714,1.0,0.5714285714285714,0.012950780925788495
2019-09-06 10:00,0.0,79,97,0.030779999999999974,0.0372868429320139,0.03925422619753209,0.12339585802457126,0.1428571428571428,1.0,0.5714285714285714,0.013328109201017714
2019-09-06 11:00,0.0,25,31,0.030779999999999974,0.115345050129108,0.040957925179237416,0.10276730754298036,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.013730674688476628
2019-09-06 12:00,0.800279999999999,198,242,0.021591428571428574,0.16015993802365694,0.13094053665686886,0.17841753391884016,0.1428571428571428,1.0,0.1428571428571428,0.0138168558830065
2019-09-06 13:00,0.0,144,176,0.012844444444444459,0.2064778489494301,0.05371445886831417,0.24311663436995706,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.014097004874227902
